CustomerID,Tenure,MonthlyCharges,TotalCharges,Contract,InternetService,SupportTickets,Churn
1300,23,43.93,1376.54,Two Year,DSL,3,0
1301,42,82.41,3264.37,Month-to-Month,No,7,0
1302,10,67.41,676.24,One Year,No,9,1
1303,32,107.57,4746.72,One Year,Fiber Optic,2,0
1304,53,47.14,1201.58,Month-to-Month,Fiber Optic,0,0
1305,30,20.37,4998.21,Month-to-Month,Fiber Optic,4,0
1306,39,36.26,2529.1,One Year,DSL,7,0
1307,31,54.95,3880.01,Month-to-Month,DSL,2,0
1308,2,51.57,110.7,One Year,Fiber Optic,1,0
1309,12,99.14,4454.86,Two Year,No,0,0
1310,39,88.06,1423.01,Month-to-Month,DSL,3,1
1311,66,49.96,3372.89,Month-to-Month,Fiber Optic,1,0
1312,13,65.77,4051.14,Month-to-Month,DSL,7,0
1313,46,29.56,904.32,Month-to-Month,DSL,9,1
1314,27,109.81,2268.3,Two Year,Fiber Optic,8,0
1315,17,113.54,2519.8,Month-to-Month,DSL,9,1
1316,60,117.98,1629.39,Month-to-Month,No,0,1
1317,64,106.86,2460.6,One Year,Fiber Optic,1,1
1318,35,37.4,1655.97,One Year,DSL,5,0
1319,70,24.62,1867.66,Month-to-Month,Fiber Optic,9,0
1320,30,77.96,3379.72,One Year,Fiber Optic,6,1
1321,71,111.26,3199.71,Month-to-Month,DSL,1,1
1322,63,37.74,1238.1,One Year,Fiber Optic,7,1
1323,28,20.7,4497.67,Month-to-Month,Fiber Optic,9,1
1324,60,100.55,4327.66,Month-to-Month,DSL,8,0
1325,37,27.68,2594.51,Two Year,No,7,0
1326,22,61.37,2222.93,Month-to-Month,DSL,8,0
1327,68,87.89,1946.59,Month-to-Month,DSL,5,0
1328,20,43.68,3565.61,Two Year,Fiber Optic,6,0
1329,68,28.4,3391.16,One Year,DSL,5,0
1330,64,97.0,1061.28,Month-to-Month,Fiber Optic,6,0
1331,17,83.02,3390.14,One Year,Fiber Optic,2,0
1332,12,118.85,1336.91,Two Year,DSL,3,1
1333,22,54.43,190.94,One Year,No,8,0
1334,17,26.18,3526.12,Month-to-Month,Fiber Optic,2,0
1335,10,93.44,3259.49,One Year,Fiber Optic,1,0
1336,65,72.17,2112.97,One Year,DSL,6,1
1337,22,41.32,2675.86,Two Year,DSL,5,0
1338,50,98.17,4741.13,Month-to-Month,Fiber Optic,2,0
1339,14,40.38,3016.48,One Year,No,5,0
1340,64,46.07,3323.63,Month-to-Month,DSL,6,0
1341,47,29.25,413.17,One Year,Fiber Optic,5,0
1342,29,59.94,913.37,Two Year,Fiber Optic,0,0
1343,36,61.89,1574.67,Month-to-Month,DSL,0,1
1344,52,71.46,2742.96,Month-to-Month,Fiber Optic,8,0
1345,7,90.9,3905.3,Month-to-Month,DSL,5,0
1346,29,110.61,1674.08,One Year,DSL,1,0
1347,11,33.77,1846.27,Month-to-Month,DSL,0,0
1348,33,25.43,1355.14,One Year,DSL,1,0
1349,6,21.85,1347.59,Two Year,DSL,7,0
1350,32,34.36,4749.43,One Year,No,4,1
1351,51,85.79,3213.74,One Year,Fiber Optic,6,0
1352,58,92.75,863.92,Month-to-Month,DSL,6,1
1353,26,98.65,3639.02,Two Year,Fiber Optic,1,1
1354,46,44.37,3637.9,Month-to-Month,Fiber Optic,3,0
1355,29,50.59,3365.7,Month-to-Month,DSL,1,0
1356,4,68.31,760.13,Month-to-Month,DSL,6,0
1357,13,26.32,2099.16,One Year,DSL,4,0
1358,39,81.11,623.11,Two Year,DSL,0,0
1359,15,118.37,4101.44,Month-to-Month,No,1,0
1360,29,56.08,3310.34,Two Year,Fiber Optic,5,1
1361,29,95.28,2585.3,Two Year,No,3,0
1362,32,70.0,1780.78,Month-to-Month,Fiber Optic,6,0
1363,2,32.78,1002.82,One Year,DSL,1,1
1364,47,78.22,621.59,Month-to-Month,No,1,1
1365,22,49.99,4849.28,Month-to-Month,DSL,5,0
1366,27,23.44,1078.28,Two Year,DSL,7,0
1367,67,83.49,393.39,Month-to-Month,Fiber Optic,0,0
1368,56,105.89,4812.17,Month-to-Month,DSL,4,1
1369,21,54.48,2789.86,One Year,DSL,0,1
1370,47,59.03,4003.62,Two Year,Fiber Optic,5,0
1371,59,109.1,314.45,One Year,No,6,0
1372,6,101.36,2878.03,Month-to-Month,DSL,5,0
1373,19,91.5,2051.23,Month-to-Month,DSL,8,1
1374,57,44.88,3882.63,One Year,Fiber Optic,2,0
1375,69,111.02,288.29,Month-to-Month,Fiber Optic,7,0
1376,3,35.44,2068.28,Month-to-Month,DSL,2,0
1377,1,82.68,4015.46,Month-to-Month,No,6,0
1378,58,22.88,2661.22,One Year,Fiber Optic,4,0
1379,38,84.37,2795.19,Month-to-Month,Fiber Optic,0,0
1380,15,47.71,576.11,Month-to-Month,No,3,0
1381,34,64.97,748.42,Month-to-Month,No,8,0
1382,61,54.53,3417.3,Month-to-Month,DSL,7,1
1383,35,37.28,3407.73,Month-to-Month,DSL,2,0
1384,64,82.2,4897.61,Month-to-Month,Fiber Optic,1,1
1385,25,108.2,3588.57,Month-to-Month,No,8,0
1386,24,115.91,2516.89,Month-to-Month,Fiber Optic,0,0
1387,12,39.23,4300.91,Month-to-Month,Fiber Optic,8,0
1388,18,91.74,611.92,Month-to-Month,Fiber Optic,6,1
1389,15,86.43,2301.55,Month-to-Month,DSL,1,0
1390,27,54.34,1506.83,Month-to-Month,No,4,0
1391,60,21.91,612.73,Month-to-Month,Fiber Optic,1,0
1392,46,88.98,3841.16,Month-to-Month,No,4,0
1393,17,114.55,2602.88,Two Year,Fiber Optic,6,0
1394,53,83.21,2828.17,Month-to-Month,No,4,1
1395,8,63.53,2115.15,Two Year,DSL,1,1
1396,27,72.52,2355.65,Month-to-Month,Fiber Optic,4,1
1397,46,39.96,668.49,Month-to-Month,No,9,0
1398,50,95.05,3397.3,One Year,Fiber Optic,5,1
1399,71,94.64,2218.99,Month-to-Month,Fiber Optic,4,0
1400,3,34.55,4102.16,Month-to-Month,DSL,1,1
1401,64,107.8,1061.81,Two Year,Fiber Optic,5,0
1402,44,46.92,1104.77,Month-to-Month,No,5,0
1403,53,118.23,3264.22,Month-to-Month,DSL,1,1
1404,24,58.29,4245.42,Month-to-Month,Fiber Optic,3,0
1405,60,37.79,2413.77,Two Year,Fiber Optic,6,1
1406,3,55.17,3662.07,Two Year,DSL,0,0
1407,20,64.02,4996.72,Month-to-Month,DSL,0,1
1408,46,26.93,4952.3,Month-to-Month,Fiber Optic,5,0
1409,15,77.82,3747.25,Two Year,DSL,6,0
1410,25,79.76,3723.97,Month-to-Month,No,4,0
1411,71,93.89,1313.33,Month-to-Month,Fiber Optic,9,0
1412,17,22.92,4184.34,One Year,DSL,7,0
1413,9,74.12,2085.0,Month-to-Month,DSL,3,0
1414,38,25.29,4813.77,One Year,Fiber Optic,2,0
1415,48,90.11,499.0,Two Year,Fiber Optic,6,0
1416,60,25.57,2235.62,One Year,DSL,3,0
1417,63,111.17,2823.62,Month-to-Month,Fiber Optic,0,0
1418,2,90.21,2085.27,Month-to-Month,No,7,0
1419,11,70.74,1131.84,Month-to-Month,DSL,4,0
1420,64,64.15,3005.64,Month-to-Month,DSL,7,1
1421,21,33.07,3804.0,Month-to-Month,No,7,0
1422,18,49.1,3259.71,Month-to-Month,DSL,4,0
1423,64,106.9,1248.8,Month-to-Month,No,7,0
1424,38,110.45,3684.88,Month-to-Month,DSL,6,0
1425,32,20.07,1358.8,Month-to-Month,DSL,2,0
1426,11,79.41,958.49,Month-to-Month,DSL,3,0
1427,45,91.93,3484.27,Month-to-Month,DSL,6,0
1428,33,81.87,4229.66,Month-to-Month,DSL,3,1
1429,41,28.17,2459.54,One Year,DSL,5,1
1430,8,41.77,2703.82,One Year,DSL,1,1
1431,11,45.03,1583.46,Month-to-Month,DSL,1,0
1432,51,103.17,2523.63,Month-to-Month,Fiber Optic,2,0
1433,41,66.32,746.72,Month-to-Month,No,9,0
1434,17,68.68,4783.57,Month-to-Month,No,6,0
1435,46,113.49,4021.77,Month-to-Month,Fiber Optic,2,0
1436,32,83.71,3373.07,Two Year,No,2,0
1437,54,109.87,2737.15,Month-to-Month,DSL,3,0
1438,20,65.65,3981.63,One Year,DSL,9,0
1439,33,34.94,2524.31,Month-to-Month,DSL,5,0
1440,40,112.99,1569.87,Month-to-Month,Fiber Optic,0,0
1441,32,65.87,885.83,Month-to-Month,No,5,0
1442,2,38.16,3273.17,One Year,Fiber Optic,7,0
1443,33,50.24,4654.19,Month-to-Month,DSL,7,0
1444,30,25.08,852.73,Month-to-Month,Fiber Optic,5,1
1445,33,66.83,982.09,Two Year,DSL,5,0
1446,26,105.31,2224.67,Month-to-Month,Fiber Optic,2,0
1447,22,113.36,4053.81,Month-to-Month,Fiber Optic,1,0
1448,66,113.26,1540.22,Month-to-Month,DSL,6,0
1449,38,32.52,1344.17,Month-to-Month,DSL,7,0
1450,46,58.21,3137.83,Month-to-Month,Fiber Optic,9,0
1451,15,22.82,2724.51,Month-to-Month,Fiber Optic,5,0
1452,44,105.52,395.08,Month-to-Month,DSL,4,0
1453,49,55.88,499.3,Month-to-Month,Fiber Optic,3,1
1454,61,83.11,3250.76,One Year,No,0,0
1455,67,91.49,2379.11,One Year,DSL,8,1
1456,6,62.98,4857.79,Month-to-Month,DSL,9,0
1457,9,50.64,3424.8,Month-to-Month,Fiber Optic,3,0
1458,6,116.22,149.36,Month-to-Month,Fiber Optic,1,0
1459,32,116.45,2456.99,Month-to-Month,DSL,3,0
1460,41,48.94,2130.79,Month-to-Month,DSL,4,0
1461,8,67.96,622.9,Month-to-Month,DSL,1,0
1462,50,117.28,4623.72,Two Year,Fiber Optic,6,0
1463,62,20.49,4044.56,Month-to-Month,DSL,2,0
1464,62,61.27,1227.42,Two Year,Fiber Optic,7,0
1465,7,30.05,1354.31,Month-to-Month,No,3,1
1466,4,70.92,256.89,Month-to-Month,No,4,0
1467,6,22.47,1553.92,Month-to-Month,Fiber Optic,2,0
1468,58,60.69,2964.65,Month-to-Month,Fiber Optic,4,1
1469,22,42.07,2162.13,Month-to-Month,No,8,0
1470,26,73.33,4849.35,Month-to-Month,No,1,0
1471,3,119.6,374.79,Two Year,No,6,0
1472,41,100.05,2998.01,Month-to-Month,DSL,9,0
1473,60,104.56,4305.72,Month-to-Month,DSL,7,0
1474,14,83.53,2455.63,One Year,No,2,0
1475,12,24.16,114.52,One Year,No,3,0
1476,12,40.68,1289.73,One Year,Fiber Optic,9,0
1477,13,112.51,1686.47,Month-to-Month,No,1,0
1478,25,56.61,4833.37,Month-to-Month,Fiber Optic,9,1
1479,45,30.36,4567.69,Month-to-Month,Fiber Optic,8,1
1480,19,90.24,4750.94,Month-to-Month,DSL,2,0
1481,55,49.95,4146.22,Month-to-Month,Fiber Optic,8,0
1482,45,46.89,1823.07,Month-to-Month,Fiber Optic,6,0
1483,8,119.8,4538.79,Two Year,No,5,0
1484,53,105.81,4910.25,Two Year,Fiber Optic,2,1
1485,55,60.79,1815.35,Month-to-Month,No,6,1
1486,32,118.03,1376.72,Month-to-Month,No,2,0
1487,51,85.01,2779.89,Month-to-Month,DSL,5,1
1488,44,94.2,1017.05,Month-to-Month,DSL,7,0
1489,70,23.15,259.86,Month-to-Month,Fiber Optic,4,0
1490,18,32.16,4734.57,Two Year,DSL,2,0
1491,22,83.31,4636.13,Month-to-Month,Fiber Optic,5,0
1492,37,109.9,897.0,Month-to-Month,DSL,7,1
1493,56,82.37,2097.93,Month-to-Month,DSL,9,0
1494,59,33.4,4172.08,Two Year,DSL,2,1
1495,3,31.58,3338.9,Two Year,DSL,4,0
1496,28,104.42,2034.46,One Year,DSL,8,1
1497,35,33.93,3746.44,Month-to-Month,No,9,0
1498,61,72.02,4495.53,Month-to-Month,DSL,9,0
1499,54,23.71,4638.18,Month-to-Month,No,2,1
1500,63,28.07,1956.36,Month-to-Month,No,1,0
1501,7,87.23,950.45,One Year,No,7,0
1502,49,88.92,4572.91,Month-to-Month,Fiber Optic,6,0
1503,31,54.15,553.52,Month-to-Month,Fiber Optic,8,1
1504,58,41.56,3636.27,Month-to-Month,DSL,3,0
1505,61,101.37,788.44,Month-to-Month,DSL,2,0
1506,24,41.71,2008.0,Month-to-Month,No,9,1
1507,20,74.2,2116.62,Month-to-Month,DSL,4,0
1508,37,116.82,877.91,Month-to-Month,No,0,1
1509,4,34.79,4621.14,Month-to-Month,Fiber Optic,4,0
1510,20,114.09,113.07,Two Year,Fiber Optic,2,0
1511,60,38.29,4479.66,Month-to-Month,DSL,0,0
1512,24,76.74,4430.76,Month-to-Month,Fiber Optic,2,0
1513,50,57.7,1653.12,Month-to-Month,Fiber Optic,4,0
1514,49,116.49,3550.99,One Year,Fiber Optic,4,0
1515,51,47.35,1338.76,Two Year,Fiber Optic,9,1
1516,36,59.97,3817.99,Month-to-Month,DSL,7,1
1517,66,118.29,2849.49,Month-to-Month,DSL,0,0
1518,34,73.65,1571.1,Two Year,DSL,6,0
1519,36,70.26,2061.15,One Year,DSL,4,0
1520,6,45.78,3480.45,Month-to-Month,DSL,2,0
1521,39,90.14,4539.88,Month-to-Month,DSL,3,0
1522,42,21.44,740.56,Month-to-Month,Fiber Optic,2,0
1523,58,24.95,2899.68,One Year,Fiber Optic,7,0
1524,12,79.94,1343.27,Month-to-Month,DSL,3,0
1525,3,54.17,4026.72,Month-to-Month,Fiber Optic,2,1
1526,18,115.33,444.16,Month-to-Month,Fiber Optic,1,0
1527,40,110.32,3475.88,Month-to-Month,Fiber Optic,2,0
1528,21,91.37,957.24,Two Year,Fiber Optic,6,0
1529,15,101.81,3022.29,Two Year,DSL,5,0
1530,26,86.73,4194.89,Month-to-Month,DSL,9,0
1531,8,32.56,3799.9,One Year,DSL,4,0
1532,42,96.55,3789.42,Month-to-Month,DSL,7,0
1533,44,41.02,2637.44,Two Year,Fiber Optic,0,1
1534,14,52.34,4464.65,One Year,No,2,0
1535,2,101.92,2981.72,Two Year,DSL,1,0
1536,37,73.65,4595.84,Two Year,Fiber Optic,1,0
1537,69,105.99,2777.96,Month-to-Month,No,0,0
1538,38,41.3,2579.23,One Year,DSL,4,0
1539,41,80.78,1189.53,Month-to-Month,No,4,0
1540,62,28.38,2769.45,Month-to-Month,DSL,2,0
1541,60,84.31,788.87,Month-to-Month,No,8,0
1542,14,96.25,4361.48,Month-to-Month,DSL,5,0
1543,2,78.49,3411.87,One Year,DSL,9,1
1544,70,46.62,4968.81,Month-to-Month,Fiber Optic,5,0
1545,17,23.13,551.28,Two Year,No,9,0
1546,28,31.94,1279.3,One Year,DSL,5,0
1547,66,82.23,4398.08,One Year,Fiber Optic,1,0
1548,35,113.44,2036.75,Month-to-Month,Fiber Optic,9,0
1549,5,40.65,2384.88,Month-to-Month,DSL,9,0
1550,65,93.5,4317.19,Month-to-Month,Fiber Optic,7,0
1551,40,106.65,2656.93,Month-to-Month,Fiber Optic,5,1
1552,56,72.09,1048.03,Two Year,DSL,2,0
1553,36,86.93,4470.95,One Year,Fiber Optic,9,0
1554,45,101.5,252.2,Month-to-Month,No,8,0
1555,23,46.07,4487.44,Two Year,Fiber Optic,1,1
1556,47,49.69,347.55,Month-to-Month,No,6,0
1557,31,20.06,3362.66,Month-to-Month,DSL,2,1
1558,11,116.31,451.23,Month-to-Month,DSL,5,1
1559,10,111.75,3560.44,Month-to-Month,No,4,1
1560,67,96.46,266.46,One Year,No,5,0
1561,14,27.91,4228.04,One Year,DSL,7,1
1562,10,64.75,2383.13,One Year,DSL,2,0
1563,1,30.19,557.92,Month-to-Month,No,1,1
1564,5,21.59,3563.42,Month-to-Month,DSL,7,1
1565,20,81.62,2497.52,Month-to-Month,DSL,0,0
1566,8,116.08,1035.65,Two Year,Fiber Optic,1,0
1567,43,110.29,176.79,Month-to-Month,No,9,0
1568,1,89.68,2148.19,Month-to-Month,Fiber Optic,0,0
1569,57,29.66,519.58,Two Year,Fiber Optic,4,0
1570,64,47.42,561.43,One Year,DSL,7,1
1571,28,52.01,1409.91,Two Year,Fiber Optic,1,0
1572,37,96.32,3189.25,Two Year,DSL,3,0
1573,47,100.22,2696.56,Month-to-Month,No,3,0
1574,37,58.51,438.04,Month-to-Month,Fiber Optic,6,0
1575,49,61.79,4845.31,Month-to-Month,Fiber Optic,0,1
1576,44,24.45,4447.13,Month-to-Month,No,8,0
1577,56,48.91,1370.2,Month-to-Month,DSL,2,0
1578,28,65.13,699.46,Month-to-Month,No,5,0
1579,6,31.7,4717.77,One Year,DSL,9,0
1580,61,65.33,2359.59,Month-to-Month,DSL,4,0
1581,20,105.32,1624.72,Month-to-Month,DSL,3,1
1582,2,78.13,2502.75,One Year,No,8,0
1583,37,27.89,3886.45,Month-to-Month,No,8,0
1584,20,39.17,925.09,One Year,DSL,0,1
1585,26,67.45,3860.73,Two Year,DSL,6,0
1586,29,56.15,3772.29,One Year,No,9,0
1587,1,55.87,2742.81,Month-to-Month,DSL,8,0
1588,35,72.93,4342.63,Two Year,Fiber Optic,4,0
1589,70,78.44,747.5,Month-to-Month,Fiber Optic,0,0
1590,59,99.69,3017.85,One Year,No,7,1
1591,69,54.1,2301.78,Month-to-Month,Fiber Optic,4,1
1592,33,100.55,2169.23,Month-to-Month,Fiber Optic,5,0
1593,51,53.86,1337.55,Two Year,No,6,0
1594,12,25.54,1924.17,Month-to-Month,DSL,9,0
1595,20,75.42,629.94,Two Year,DSL,6,0
1596,53,78.79,1332.83,Month-to-Month,DSL,6,0
1597,43,113.45,1432.63,Two Year,No,0,0
1598,50,92.61,3631.27,Two Year,Fiber Optic,6,0
1599,29,111.78,337.9,Month-to-Month,DSL,2,1
1600,57,110.83,3290.84,Month-to-Month,Fiber Optic,4,1
1601,39,80.46,1184.91,One Year,Fiber Optic,9,1
1602,56,72.78,501.12,Two Year,No,4,0
1603,43,75.74,1573.95,Month-to-Month,DSL,7,0
1604,50,117.83,1199.92,One Year,Fiber Optic,6,0
1605,23,97.32,2804.96,Month-to-Month,Fiber Optic,6,1
1606,44,30.63,1851.14,Month-to-Month,DSL,5,1
1607,38,97.84,4833.37,Month-to-Month,No,6,1
1608,23,37.05,4821.39,One Year,DSL,6,1
1609,45,64.74,2274.2,Two Year,Fiber Optic,4,0
1610,52,41.05,3995.93,Month-to-Month,Fiber Optic,4,0
1611,50,88.96,165.02,Month-to-Month,Fiber Optic,3,1
1612,8,107.73,2784.28,One Year,DSL,3,0
1613,1,49.04,3742.17,Month-to-Month,No,4,1
1614,8,28.2,1163.02,Two Year,DSL,9,1
1615,29,49.85,399.74,Month-to-Month,Fiber Optic,8,0
1616,5,87.24,864.0,Month-to-Month,Fiber Optic,5,0
1617,47,52.88,2265.06,Month-to-Month,No,7,0
1618,34,47.81,2581.22,Two Year,Fiber Optic,8,0
1619,65,38.44,1966.34,Two Year,DSL,3,0
1620,55,69.75,2255.87,Month-to-Month,No,6,0
1621,43,47.59,2404.15,Month-to-Month,DSL,4,0
1622,30,93.1,3870.24,Month-to-Month,DSL,3,0
1623,17,27.66,615.69,One Year,No,6,1
1624,26,86.4,3867.86,One Year,Fiber Optic,2,0
1625,8,43.76,3474.27,Two Year,DSL,0,1
1626,47,68.93,3734.14,Two Year,Fiber Optic,6,0
1627,46,48.61,3698.9,Two Year,DSL,8,0
1628,68,92.28,2405.9,Month-to-Month,DSL,1,0
1629,33,114.53,1135.86,Month-to-Month,DSL,6,1
1630,1,111.71,2729.48,One Year,Fiber Optic,9,0
1631,19,78.34,4794.11,Month-to-Month,Fiber Optic,1,0
1632,31,66.26,2983.78,Month-to-Month,Fiber Optic,2,0
1633,14,101.83,154.13,Month-to-Month,DSL,9,0
1634,53,88.33,392.58,Month-to-Month,Fiber Optic,9,0
1635,48,38.36,4965.03,Month-to-Month,Fiber Optic,2,0
1636,69,102.09,452.54,Month-to-Month,Fiber Optic,3,0
1637,62,62.89,325.62,Month-to-Month,No,5,1
1638,66,38.9,1829.82,Month-to-Month,Fiber Optic,2,1
1639,64,48.18,4849.65,Month-to-Month,Fiber Optic,8,0
1640,70,46.75,1661.51,One Year,No,1,0
1641,63,71.92,2108.43,Month-to-Month,Fiber Optic,6,1
1642,33,43.44,3206.98,Two Year,Fiber Optic,5,0
1643,41,32.36,218.15,One Year,Fiber Optic,1,0
1644,48,32.37,4499.04,One Year,DSL,2,0
1645,13,78.33,2645.27,One Year,Fiber Optic,5,0
1646,31,93.48,2387.37,Month-to-Month,Fiber Optic,9,1
1647,68,52.15,4317.56,Month-to-Month,DSL,3,1
1648,4,23.47,4770.08,One Year,DSL,0,1
1649,19,32.72,2174.78,Month-to-Month,No,0,1
1650,70,111.47,944.96,Month-to-Month,Fiber Optic,2,1
1651,13,69.35,4096.98,Month-to-Month,DSL,7,0
1652,23,65.36,2075.98,Two Year,DSL,3,1
1653,1,23.8,4684.17,Month-to-Month,Fiber Optic,0,0
1654,54,92.86,4754.51,Month-to-Month,DSL,7,0
1655,71,72.81,662.66,Two Year,DSL,9,0
1656,15,40.21,4787.11,Two Year,Fiber Optic,5,0
1657,65,31.01,1904.52,Month-to-Month,Fiber Optic,0,0
1658,71,58.34,3266.64,Two Year,DSL,9,0
1659,15,103.72,270.28,Month-to-Month,DSL,9,0
1660,21,106.53,4455.53,One Year,Fiber Optic,5,0
1661,19,80.28,3243.83,Month-to-Month,DSL,0,1
1662,60,92.75,3253.42,Month-to-Month,DSL,9,1
1663,33,31.52,4520.66,One Year,DSL,9,1
1664,49,78.81,2590.9,Month-to-Month,DSL,2,1
1665,35,86.7,2111.53,Month-to-Month,DSL,1,1
1666,44,40.07,4344.03,One Year,No,3,1
1667,11,108.02,3737.86,Month-to-Month,DSL,1,0
1668,66,39.5,4749.98,Two Year,DSL,4,0
1669,46,51.35,4706.6,Month-to-Month,DSL,3,1
1670,9,82.06,1973.4,Month-to-Month,Fiber Optic,5,0
1671,3,83.84,2290.23,One Year,No,6,0
1672,26,89.94,1354.33,Month-to-Month,Fiber Optic,1,0
1673,48,31.2,3337.17,Month-to-Month,No,1,0
1674,66,104.95,1886.26,Month-to-Month,DSL,7,0
1675,70,73.28,3951.89,Two Year,No,8,0
1676,28,67.13,695.6,Month-to-Month,DSL,4,1
1677,26,118.11,670.37,Month-to-Month,DSL,6,1
1678,25,94.04,1101.83,Month-to-Month,DSL,8,0
1679,12,31.8,513.03,Month-to-Month,DSL,0,0
1680,5,95.65,3138.15,Month-to-Month,Fiber Optic,7,0
1681,48,29.52,822.03,Two Year,Fiber Optic,9,0
1682,37,22.75,883.82,Two Year,Fiber Optic,9,0
1683,44,60.36,169.72,Month-to-Month,DSL,8,0
1684,15,119.36,3932.24,Month-to-Month,Fiber Optic,8,0
1685,43,37.49,4080.25,Two Year,DSL,9,0
1686,48,87.26,893.91,Month-to-Month,Fiber Optic,6,0
1687,70,37.34,3723.67,Month-to-Month,DSL,9,0
1688,46,92.48,2224.37,Two Year,DSL,2,0
1689,43,70.54,1274.01,One Year,Fiber Optic,4,0
1690,21,88.0,3144.78,Month-to-Month,No,1,0
1691,23,40.29,974.57,Month-to-Month,Fiber Optic,9,0
1692,47,94.56,3808.73,Month-to-Month,DSL,2,0
1693,15,119.56,333.31,Month-to-Month,DSL,9,0
1694,25,86.57,4799.74,One Year,DSL,6,0
1695,36,69.35,452.19,Month-to-Month,Fiber Optic,0,1
1696,51,112.32,2939.3,One Year,Fiber Optic,2,0
1697,15,21.59,4520.75,Month-to-Month,DSL,4,0
1698,68,92.99,158.33,Month-to-Month,DSL,3,0
1699,21,108.87,2542.72,Month-to-Month,Fiber Optic,2,0
1700,13,26.17,1815.03,Two Year,DSL,5,0
1701,19,65.01,2943.63,One Year,DSL,5,0
1702,34,40.47,1204.74,Month-to-Month,Fiber Optic,3,0
1703,68,76.65,418.01,Month-to-Month,DSL,8,0
1704,52,84.95,3167.07,Two Year,No,5,1
1705,27,50.26,2142.56,Month-to-Month,Fiber Optic,8,0
1706,29,66.0,3150.18,Month-to-Month,DSL,9,0
1707,28,47.93,1131.64,Month-to-Month,DSL,9,1
1708,35,56.94,1759.83,Month-to-Month,DSL,1,0
1709,8,35.95,2852.24,Two Year,Fiber Optic,5,1
1710,16,108.56,3006.25,Month-to-Month,No,3,1
1711,36,21.0,1924.34,One Year,DSL,1,1
1712,30,108.24,1472.26,Two Year,No,4,0
1713,18,77.17,1441.13,Two Year,Fiber Optic,2,0
1714,2,53.17,956.03,Month-to-Month,No,5,0
1715,49,92.31,1694.48,Month-to-Month,Fiber Optic,7,0
1716,4,70.78,1077.26,Month-to-Month,Fiber Optic,3,1
1717,7,69.91,3205.7,Month-to-Month,Fiber Optic,3,0
1718,39,31.01,2888.43,One Year,No,4,1
1719,13,58.95,1974.69,Two Year,DSL,5,0
1720,31,44.11,1696.57,One Year,No,6,0
1721,71,21.57,1264.31,Month-to-Month,Fiber Optic,5,0
1722,63,56.01,2723.75,Month-to-Month,Fiber Optic,6,0
1723,56,28.98,4602.62,Month-to-Month,No,8,0
1724,42,45.68,3459.94,Two Year,No,3,0
1725,61,29.25,3747.63,Month-to-Month,Fiber Optic,9,0
1726,42,30.09,4188.45,Month-to-Month,DSL,0,0
1727,56,39.9,1823.01,Month-to-Month,No,8,0
1728,36,119.98,408.09,Two Year,Fiber Optic,6,0
1729,68,20.22,3150.54,One Year,Fiber Optic,3,0
1730,7,83.87,1024.49,Two Year,No,9,0
1731,54,34.12,2888.31,One Year,DSL,7,0
1732,1,112.06,3723.6,Month-to-Month,DSL,6,0
1733,44,29.36,3939.83,Month-to-Month,Fiber Optic,1,1
1734,45,115.51,1579.01,Month-to-Month,DSL,0,0
1735,47,81.09,2610.92,Month-to-Month,Fiber Optic,8,0
1736,13,20.13,3142.73,Two Year,DSL,6,0
1737,22,109.4,4115.46,Month-to-Month,DSL,9,0
1738,21,72.17,3830.8,Month-to-Month,Fiber Optic,0,0
1739,9,46.27,4941.08,Month-to-Month,Fiber Optic,3,0
1740,26,96.73,139.61,Month-to-Month,DSL,4,0
1741,9,112.67,2243.7,One Year,DSL,4,0
1742,15,68.37,1354.62,Month-to-Month,Fiber Optic,4,0
1743,10,51.56,687.48,Month-to-Month,Fiber Optic,2,0
1744,42,98.89,4566.43,Month-to-Month,No,4,0
1745,24,88.18,4990.01,Month-to-Month,DSL,3,1
1746,49,108.88,984.92,Month-to-Month,Fiber Optic,4,1
1747,26,89.25,288.32,Month-to-Month,DSL,6,0
1748,37,44.35,1447.77,Two Year,DSL,4,0
1749,68,113.17,4190.82,Month-to-Month,No,7,0
1750,50,30.48,1540.06,Month-to-Month,DSL,7,0
1751,24,46.79,378.82,One Year,DSL,2,0
1752,19,72.02,357.21,Month-to-Month,DSL,4,0
1753,60,76.57,2194.37,Month-to-Month,No,3,0
1754,39,21.53,4665.95,Two Year,Fiber Optic,4,0
1755,18,98.06,1501.01,One Year,Fiber Optic,7,0
1756,19,56.16,2193.07,One Year,Fiber Optic,3,0
1757,36,60.64,599.48,Month-to-Month,DSL,4,0
1758,55,100.94,2518.51,Month-to-Month,No,6,0
1759,69,57.93,3513.08,Month-to-Month,DSL,2,0
1760,47,24.72,1428.64,Month-to-Month,Fiber Optic,5,1
1761,49,37.64,1553.89,Two Year,Fiber Optic,8,1
1762,33,115.59,4225.68,Month-to-Month,DSL,3,0
1763,21,27.04,150.78,Month-to-Month,DSL,3,1
1764,22,55.49,3218.71,Two Year,Fiber Optic,5,0
1765,48,70.32,2030.03,One Year,DSL,5,0
1766,37,69.33,1562.06,Two Year,DSL,2,0
1767,15,20.4,3322.21,One Year,DSL,0,0
1768,35,70.12,4189.88,Month-to-Month,Fiber Optic,2,0
1769,71,58.38,2836.12,Two Year,No,7,0
1770,32,117.21,252.36,Month-to-Month,No,7,0
1771,11,35.92,2360.87,Month-to-Month,Fiber Optic,5,0
